top_dir,sub_dir,field
cn_equity_feature_5min,fb_224_5min,sli_mom_mean_5m
cn_equity_feature_5min,fb_224_5min,sli_ret_var_5m
cn_equity_feature_5min,fb_224_5min,small_ord_cnt_5m
cn_equity_feature_5min,fb_224_5min,small_ord_vol_5m
cn_equity_feature_5min,fb_224_5min,small_ord_vol_ratio_5m
cn_equity_feature_5min,fb_224_5min,small_ratio_5m
cn_equity_feature_5min,fb_224_5min,smart_flow_5m
cn_equity_feature_5min,fb_224_5min,total_buy_volume_5m
cn_equity_feature_5min,fb_224_5min,total_ord_cnt_5m
cn_equity_feature_5min,fb_224_5min,total_ord_vol_5m
cn_equity_feature_5min,fb_224_5min,total_sell_volume_5m
cn_equity_feature_5min,fb_224_5min,trade_count_5m
cn_equity_feature_5min,fb_224_5min,trd_amihud_5m
cn_equity_feature_5min,fb_224_5min,trd_count_5m
cn_equity_feature_5min,fb_224_5min,trd_vwap_5m
cn_equity_feature_5min,fb_224_5min,twap_5m
cn_equity_feature_5min,fb_224_5min,up_vol_ratio_5m
cn_equity_feature_5min,fb_224_5min,upp_5m
cn_equity_feature_5min,fb_224_5min,var_ratio_5m
cn_equity_feature_5min,fb_224_5min,vol_conc_5m
cn_equity_feature_5min,fb_224_5min,vol_volat_5m
cn_equity_feature_5min,fb_224_5min,volume_5m
cn_equity_feature_5min,fb_224_5min,vw_imb_d10_5m
cn_equity_feature_5min,fb_224_5min,vw_imb_d5_5m
cn_equity_feature_5min,fb_224_5min,vw_imb_l1_5m
cn_equity_feature_5min,fb_224_5min,vw_spread_abs_5m
cn_equity_feature_5min,fb_224_5min,vw_spread_rel_5m
cn_equity_feature_5min,fb_224_5min,vwap_5m
cn_equity_feature_5min,fb_224_5min,vwce_5m
cn_equity_feature_5min,fb_224_5min,vwcr_5m
cn_equity_feature_5min,fb_224_5min,vwcs_5m
cn_equity_feature_5min,fb_224_5min,wt_dev_buy_5m
cn_equity_feature_5min,fb_224_5min,wt_dev_sell_5m
cn_equity_feature_5min,fb_224_5min,xlarge_ratio_5m
cn_equity_feature_5min,fb_224_5min,yw_a_maxvol_price_5m
cn_equity_feature_5min,fb_224_5min,yw_b123_ratio_5m
cn_equity_feature_5min,fb_224_5min,yw_b1_ratio_5m
cn_equity_feature_5min,fb_224_5min,yw_b_maxvol_price_5m
cn_equity_feature_5min,fb_224_5min,yw_b_vol_disp_5m
cn_equity_feature_5min,fb_224_5min,yw_bs_amt_diff_5m
cn_equity_feature_5min,fb_224_5min,yw_bs_vol_diff_5m
cn_equity_feature_5min,fb_224_5min,yw_depth_spread_ratio_5m
cn_equity_feature_5min,fb_224_5min,yw_maxvol_diff_5m
cn_equity_feature_5min,fb_224_5min,yw_mid_kurt_5m
cn_equity_feature_5min,fb_224_5min,yw_mid_skew_5m
cn_equity_feature_5min,fb_224_5min,yw_mid_var_5m
cn_equity_feature_5min,fb_224_5min,yw_s123_ratio_5m
cn_equity_feature_5min,fb_224_5min,yw_s1_ratio_min_5m
cn_equity_feature_5min,fb_224_5min,yw_s1_ratio_skew_5m
cn_equity_feature_5min,fb_224_5min,yw_s_vol_disp_5m
cn_equity_feature_5min,fb_224_5min,yw_s_vol_price_corr_5m
cn_equity_feature_5min,fb_224_5min,yw_spread_kurt_5m
cn_equity_feature_5min,fb_224_5min,yw_spread_var_5m
cn_equity_feature_5min,fb_224_5min,yw_wspread_kurt_5m
cn_equity_feature_5min,fb_224_5min,yw_wspread_skew_5m
cn_equity_feature_5min,fb_224_5min,yw_wspread_var_5m
delta,daily/20260526,20260526
delta,daily/20250430,20250430
delta,daily/20250910,20250910
delta,daily/20260116,20260116
delta,daily/20250107,20250107
delta,daily/20260421,20260421
delta,daily/20251225,20251225
delta,daily/20260312,20260312
delta,daily/20251126,20251126
delta,daily/20251021,20251021
delta,daily/20250303,20250303
delta,daily/20260318,20260318
delta,daily/20250402,20250402
delta,daily/20250922,20250922
delta,daily/20260514,20260514
delta,daily/20250825,20250825
delta,daily/20250408,20250408
delta,daily/20260413,20260413
delta,daily/20251217,20251217
delta,daily/20251114,20251114
delta,daily/20250606,20250606
delta,daily/20260320,20260320
delta,daily/20260227,20260227
delta,daily/20250331,20250331
delta,daily/20251013,20251013
delta,daily/20250701,20250701
delta,daily/20250909,20250909
delta,daily/20250429,20250429
delta,daily/20250804,20250804
delta,daily/20250114,20250114
delta,daily/20260105,20260105
delta,daily/20250903,20250903
delta,daily/20250423,20250423
delta,daily/20250310,20250310
delta,daily/20260206,20260206
delta,daily/20250627,20250627
delta,daily/20250217,20250217
delta,daily/20241226,20241226
delta,daily/20250516,20250516
delta,daily/20251204,20251204
delta,daily/20250411,20250411
delta,daily/20260507,20260507
delta,daily/20250225,20250225
delta,daily/20250328,20250328
delta,daily/20251107,20251107
delta,daily/20250718,20250718
delta,daily/20250715,20250715
delta,daily/20250618,20250618
delta,daily/20250325,20250325
delta,daily/20250228,20250228
delta,daily/20250612,20250612
delta,daily/20250121,20250121
delta,daily/20260407,20260407
delta,daily/20251203,20251203
delta,daily/20250416,20250416
delta,daily/20251209,20251209
delta,daily/20260130,20260130
delta,daily/20250317,20250317
delta,daily/20250620,20250620
delta,daily/20250210,20250210
delta,daily/20260306,20260306
delta,daily/20251231,20251231
delta,daily/20250523,20250523
delta,daily/20241213,20241213
delta,daily/20260108,20260108
delta,daily/20250113,20250113
delta,daily/20241219,20241219
delta,daily/20250424,20250424
delta,daily/20250529,20250529
delta,daily/20250904,20250904
delta,daily/20251113,20251113
delta,daily/20260327,20260327
delta,daily/20251119,20251119
delta,daily/20251014,20251014
delta,daily/20260123,20260123
delta,daily/20250925,20250925
delta,daily/20250508,20250508
delta,daily/20250828,20250828
delta,daily/20260513,20260513
delta,daily/20250822,20250822
delta,daily/20260519,20260519
delta,daily/20251210,20251210
delta,daily/20260414,20260414
delta,daily/20260129,20260129
delta,daily/20251121,20251121
delta,daily/20250304,20250304
delta,daily/20260212,20260212
delta,daily/20260521,20260521
delta,daily/20250917,20250917
delta,daily/20251222,20251222
delta,daily/20250530,20250530
delta,daily/20251022,20251022
delta,daily/20250730,20250730
delta,daily/20251028,20251028
delta,daily/20251125,20251125
delta,daily/20260311,20260311
delta,daily/20250207,20250207
delta,daily/20250814,20250814
delta,daily/20250919,20250919
delta,daily/20260422,20260422
delta,daily/20251226,20251226
delta,daily/20241204,20241204
delta,daily/20260115,20260115
delta,daily/20260428,20260428
delta,daily/20260525,20260525
delta,daily/20250702,20250702
delta,daily/20251010,20251010
delta,daily/20260224,20260224
delta,daily/20260323,20260323
delta,daily/20250708,20250708
delta,daily/20250605,20250605
delta,daily/20251117,20251117
delta,daily/20260410,20260410
delta,daily/20250826,20250826
delta,daily/20250506,20250506
delta,daily/20250401,20250401
delta,daily/20260127,20260127
delta,daily/20260302,20260302
delta,daily/20250214,20250214
delta,daily/20250319,20250319
delta,daily/20250624,20250624
delta,daily/20250729,20250729
delta,daily/20251031,20251031
delta,daily/20250723,20250723
delta,daily/20260205,20260205
delta,daily/20250313,20250313
delta,daily/20260106,20260106
delta,daily/20250117,20250117
delta,daily/20241217,20241217
delta,daily/20250527,20250527
delta,daily/20250807,20250807
delta,daily/20250616,20250616
delta,daily/20251104,20251104
delta,daily/20251009,20251009
delta,daily/20250226,20250226
delta,daily/20260330,20260330
delta,daily/20250321,20250321
delta,daily/20250711,20250711
delta,daily/20260409,20260409
delta,daily/20260403,20260403
delta,daily/20250515,20250515
delta,daily/20250418,20250418
delta,daily/20241225,20241225
delta,daily/20250415,20250415
delta,daily/20250512,20250512
delta,daily/20250122,20250122
delta,daily/20250611,20250611
delta,daily/20251103,20251103
delta,daily/20250221,20250221
delta,daily/20250326,20250326
delta,daily/20250716,20250716
delta,daily/20250110,20250110
delta,daily/20241210,20241210
delta,daily/20250520,20250520
delta,daily/20260305,20260305
delta,daily/20250213,20250213
delta,daily/20250623,20250623
delta,daily/20250724,20250724
delta,daily/20260202,20260202
delta,daily/20250314,20250314
delta,daily/20250219,20250219
delta,daily/20241231,20241231
delta,daily/20260417,20260417
delta,daily/20250821,20250821
delta,daily/20251219,20251219
delta,daily/20250926,20250926
delta,daily/20260120,20260120
delta,daily/20251017,20251017
delta,daily/20260324,20260324
delta,daily/20251110,20251110
delta,daily/20250813,20250813
delta,daily/20260528,20260528
delta,daily/20250103,20250103
delta,daily/20241203,20241203
delta,daily/20250109,20250109
delta,daily/20260112,20260112
delta,daily/20241209,20241209
delta,daily/20250819,20250819
delta,daily/20260522,20260522
delta,daily/20260211,20260211
delta,daily/20250307,20250307
delta,daily/20251128,20251128
delta,daily/20250630,20250630
delta,daily/20260316,20260316
delta,daily/20251118,20251118
delta,daily/20251015,20251015
delta,daily/20250707,20250707
delta,daily/20260326,20260326
delta,daily/20251112,20251112
delta,daily/20260128,20260128
delta,daily/20251211,20251211
delta,daily/20260518,20260518
delta,daily/20260415,20260415
delta,daily/20250509,20250509
delta,daily/20250924,20250924
delta,daily/20250829,20250829
delta,daily/20260512,20260512
delta,daily/20260122,20260122
delta,daily/20250305,20250305
delta,daily/20260213,20260213
delta,daily/20251027,20251027
delta,daily/20251120,20251120
delta,daily/20251223,20251223
delta,daily/20260427,20260427
delta,daily/20250811,20250811
delta,daily/20251229,20251229
delta,daily/20260520,20260520
delta,daily/20250916,20250916
delta,daily/20250613,20250613
delta,daily/20250324,20250324
delta,daily/20250714,20250714
delta,daily/20250619,20250619
delta,daily/20250417,20250417
delta,daily/20251208,20251208
delta,daily/20251202,20251202
delta,daily/20250120,20250120
delta,daily/20241220,20241220
delta,daily/20250211,20250211
delta,daily/20250808,20250808
delta,daily/20250425,20250425
delta,daily/20250905,20250905
delta,daily/20250528,20250528
delta,daily/20241218,20241218
delta,daily/20241212,20241212
delta,daily/20260109,20260109
delta,daily/20251230,20251230
delta,daily/20250522,20250522
delta,daily/20250902,20250902
delta,daily/20250422,20250422
delta,daily/20250115,20250115
delta,daily/20250908,20250908
delta,daily/20250805,20250805
delta,daily/20250428,20250428
delta,daily/20250626,20250626
delta,daily/20250721,20250721
delta,daily/20250311,20250311
delta,daily/20250930,20250930
delta,daily/20250410,20250410
delta,daily/20260506,20260506
delta,daily/20251205,20251205
delta,daily/20260401,20260401
delta,daily/20250127,20250127
delta,daily/20241227,20241227
delta,daily/20251106,20251106
delta,daily/20250224,20250224
delta,daily/20260420,20260420
delta,daily/20251224,20251224
delta,daily/20241206,20241206
delta,daily/20250106,20250106
delta,daily/20260527,20260527
delta,daily/20250911,20250911
delta,daily/20260319,20260319
delta,daily/20251020,20251020
delta,daily/20251127,20251127
delta,daily/20250205,20250205
delta,daily/20260313,20260313
delta,daily/20250409,20250409
delta,daily/20250929,20250929
delta,daily/20251216,20251216
delta,daily/20250403,20250403
delta,daily/20250923,20250923
delta,daily/20260515,20260515
delta,daily/20260226,20260226
delta,daily/20260121,20260121
delta,daily/20251218,20251218
delta,daily/20260511,20260511
delta,daily/20250407,20250407
delta,daily/20251212,20251212
delta,daily/20260416,20260416
delta,daily/20250820,20250820
delta,daily/20241230,20241230
delta,daily/20250603,20250603
delta,daily/20251111,20251111
delta,daily/20260325,20260325
delta,daily/20250609,20250609
delta,daily/20250704,20250704
delta,daily/20251016,20251016
delta,daily/20250915,20250915
delta,daily/20250818,20250818
delta,daily/20250108,20250108
delta,daily/20260113,20260113
delta,daily/20250102,20250102
delta,daily/20260119,20260119
delta,daily/20241202,20241202
delta,daily/20250812,20250812
delta,daily/20260529,20260529
delta,daily/20260424,20260424
delta,daily/20260317,20260317
delta,daily/20251024,20251024
delta,daily/20260210,20260210
delta,daily/20250306,20250306
delta,daily/20241223,20241223
delta,daily/20250123,20250123
delta,daily/20260508,20260508
delta,daily/20251201,20251201
delta,daily/20250513,20250513
delta,daily/20250414,20250414
delta,daily/20250519,20250519
delta,daily/20250717,20250717
delta,daily/20250327,20250327
delta,daily/20250220,20250220
delta,daily/20250610,20250610
delta,daily/20250801,20250801
delta,daily/20250521,20250521
delta,daily/20241211,20241211
delta,daily/20260203,20260203
delta,daily/20250218,20250218
delta,daily/20250725,20250725
delta,daily/20260304,20260304
delta,daily/20260209,20260209
delta,daily/20250212,20250212
delta,daily/20260204,20260204
delta,daily/20260309,20260309
delta,daily/20250312,20250312
delta,daily/20251030,20251030
delta,daily/20250722,20250722
delta,daily/20250625,20250625
delta,daily/20250728,20250728
delta,daily/20260303,20260303
delta,daily/20250318,20250318
delta,daily/20250526,20250526
delta,daily/20250806,20250806
delta,daily/20260430,20260430
delta,daily/20250116,20250116
delta,daily/20241216,20241216
delta,daily/20260107,20260107
delta,daily/20250901,20250901
delta,daily/20250421,20250421
delta,daily/20250710,20250710
delta,daily/20250320,20250320
delta,daily/20250227,20250227
delta,daily/20260331,20260331
delta,daily/20250617,20250617
delta,daily/20251105,20251105
delta,daily/20241224,20241224
delta,daily/20250124,20250124
delta,daily/20260402,20260402
delta,daily/20250514,20250514
delta,daily/20260408,20260408
delta,daily/20260310,20260310
delta,daily/20250206,20250206
delta,daily/20251029,20251029
delta,daily/20251124,20251124
delta,daily/20251023,20251023
delta,daily/20250731,20250731
delta,daily/20250912,20250912
delta,daily/20260429,20260429
delta,daily/20260114,20260114
delta,daily/20241205,20241205
delta,daily/20250815,20250815
delta,daily/20250918,20250918
delta,daily/20260423,20260423
delta,daily/20250709,20250709
delta,daily/20250604,20250604
delta,daily/20260225,20260225
delta,daily/20250703,20250703
delta,daily/20260126,20260126
delta,daily/20251215,20251215
delta,daily/20250827,20250827
delta,daily/20250507,20250507
equ_factor_af,,DAREC
equ_factor_af,,DAREV
equ_factor_af,,DASREV
equ_factor_af,,EPIBS
equ_factor_af,,EgibsLong
equ_factor_af,,FEARNG
equ_factor_af,,FSALESG
equ_factor_af,,FY12P
equ_factor_af,,GREC
equ_factor_af,,GREV
equ_factor_af,,GSREV
equ_factor_af,,SFY12P
equ_factor_cf,,ACCA
equ_factor_cf,,CFO2EV
equ_factor_cf,,CTOP
equ_factor_cf,,CTP5
equ_factor_cf,,CashRateOfSales
equ_factor_cf,,CashRateOfSalesLatest
equ_factor_cf,,CashToCurrentLiability
equ_factor_cf,,FinancingCashGrowRate
equ_factor_cf,,InvestCashGrowRate
equ_factor_cf,,NOCFToOperatingNI
equ_factor_cf,,NOCFToOperatingNILatest
equ_factor_cf,,NetProfitCashCover
equ_factor_cf,,OperCashGrowRate
equ_factor_cf,,OperCashInToAsset
equ_factor_cf,,OperCashInToCurrentLiability
equ_factor_cf,,SaleServiceCashToOR
equ_factor_cf,,SalesServiceCashToORLatest
equ_factor_derive,,AdminExpenseTTM
equ_factor_derive,,AssetImpairLossTTM
equ_factor_derive,,CostTTM
equ_factor_derive,,DA
equ_factor_derive,,EBIAT
equ_factor_derive,,EBIT
equ_factor_derive,,EBITDA
equ_factor_derive,,FCFE
equ_factor_derive,,FCFF
equ_factor_derive,,FinanExpenseTTM
equ_factor_derive,,GrossProfit
equ_factor_derive,,GrossProfitTTM
equ_factor_derive,,IntCL
equ_factor_derive,,IntDebt
equ_factor_derive,,IntFreeCL
equ_factor_derive,,IntFreeNCL
equ_factor_derive,,NIAPCut
equ_factor_derive,,NPFromOperatingTTM
equ_factor_derive,,NPFromValueChgTTM
equ_factor_derive,,NRProfitLoss
equ_factor_derive,,NetDebt
equ_factor_derive,,NetFinanceCFTTM
equ_factor_derive,,NetIntExpense
equ_factor_derive,,NetInvestCFTTM
equ_factor_derive,,NetOperateCFTTM
equ_factor_derive,,NetProfitAPTTM
equ_factor_derive,,NetProfitTTM
equ_factor_derive,,NetTangibleAssets
equ_factor_derive,,NetWorkingCapital
equ_factor_derive,,NonOperatingNPTTM
equ_factor_derive,,OperateNetIncome
equ_factor_derive,,OperateProfitTTM
equ_factor_derive,,RetainedEarnings
equ_factor_derive,,RevenueTTM
equ_factor_derive,,SaleServiceRenderCashTTM
equ_factor_derive,,SalesExpenseTTM
equ_factor_derive,,TCostTTM
equ_factor_derive,,TProfitTTM
equ_factor_derive,,TRevenueTTM
equ_factor_derive,,TotalFixedAssets
equ_factor_derive,,TotalPaidinCapital
equ_factor_derive,,ValueChgProfit
equ_factor_derive,,WorkingCapital
equ_factor_growth,,DEGM
equ_factor_growth,,EARNMOM
equ_factor_growth,,NPParentCompanyCutYOY
equ_factor_growth,,NPParentCompanyGrowRate
equ_factor_growth,,NetAssetGrowRate
equ_factor_growth,,NetCashFlowGrowRate
equ_factor_growth,,NetProfitGrowRate
equ_factor_growth,,NetProfitGrowRate3Y
equ_factor_growth,,NetProfitGrowRate5Y
equ_factor_growth,,OperatingProfitGrowRate
equ_factor_growth,,OperatingRevenueGrowRate
equ_factor_growth,,OperatingRevenueGrowRate3Y
equ_factor_growth,,OperatingRevenueGrowRate5Y
equ_factor_growth,,TotalAssetGrowRate
equ_factor_growth,,TotalProfitGrowRate
equ_factor_ma,,ACD20
equ_factor_ma,,ACD6
equ_factor_ma,,APBMA
equ_factor_ma,,BBI
equ_factor_ma,,BBIC
equ_factor_ma,,EMA10
equ_factor_ma,,EMA12
equ_factor_ma,,EMA120
equ_factor_ma,,EMA20
equ_factor_ma,,EMA26
equ_factor_ma,,EMA5
equ_factor_ma,,EMA60
equ_factor_ma,,MA10
equ_factor_ma,,MA10Close
equ_factor_ma,,MA120
equ_factor_ma,,MA20
equ_factor_ma,,MA5
equ_factor_ma,,MA60
equ_factor_ma,,TEMA10
equ_factor_ma,,TEMA5
equ_factor_obos,,ADTM
equ_factor_obos,,ARC
equ_factor_obos,,ATR14
equ_factor_obos,,ATR6
equ_factor_obos,,BIAS10
equ_factor_obos,,BIAS20
equ_factor_obos,,BIAS5
equ_factor_obos,,BIAS60
equ_factor_obos,,BackwardADJ
equ_factor_obos,,BollDown
equ_factor_obos,,BollUp
equ_factor_obos,,CCI10
equ_factor_obos,,CCI20
equ_factor_obos,,CCI5
equ_factor_obos,,CCI88
equ_factor_obos,,CMO
equ_factor_obos,,CMRA
equ_factor_obos,,ChandeSD
equ_factor_obos,,ChandeSU
equ_factor_obos,,DBCD
equ_factor_obos,,DDNBT
equ_factor_obos,,DDNCR
equ_factor_obos,,DDNSR
equ_factor_obos,,DVRAT
equ_factor_obos,,DownRVI
equ_factor_obos,,FiftyTwoWeekHigh
equ_factor_obos,,HBETA
equ_factor_obos,,HSIGMA
equ_factor_obos,,ILLIQUIDITY
equ_factor_obos,,KDJ_D
equ_factor_obos,,KDJ_J
equ_factor_obos,,KDJ_K
equ_factor_obos,,MAWVAD
equ_factor_obos,,MFI
equ_factor_obos,,Price1M
equ_factor_obos,,Price1Y
equ_factor_obos,,Price3M
equ_factor_obos,,REVS10
equ_factor_obos,,REVS120
equ_factor_obos,,REVS20
equ_factor_obos,,REVS20Indu1
equ_factor_obos,,REVS250
equ_factor_obos,,REVS5
equ_factor_obos,,REVS5Indu1
equ_factor_obos,,REVS5m20
equ_factor_obos,,REVS5m60
equ_factor_obos,,REVS60
equ_factor_obos,,REVS750
equ_factor_obos,,ROC20
equ_factor_obos,,ROC6
equ_factor_obos,,RSI
equ_factor_obos,,RVI
equ_factor_obos,,Rank1M
equ_factor_obos,,SBM
equ_factor_obos,,SRMI
equ_factor_obos,,STM
equ_factor_obos,,Skewness
equ_factor_obos,,UpRVI
equ_factor_obos,,Volatility
equ_factor_obos,,Volumn1M
equ_factor_obos,,Volumn3M
equ_factor_obos,,WVAD
equ_factor_oc,,ARTDays
equ_factor_oc,,ARTRate
equ_factor_oc,,AccountsPayablesTDays
equ_factor_oc,,AccountsPayablesTRate
equ_factor_oc,,CashConversionCycle
equ_factor_oc,,CurrentAssetsTRate
equ_factor_oc,,EquityTRate
equ_factor_oc,,FixedAssetsTRate
equ_factor_oc,,InventoryTDays
equ_factor_oc,,InventoryTRate
equ_factor_oc,,OperatingCycle
equ_factor_oc,,TotalAssetsTRate
equ_factor_power,,AR
equ_factor_power,,ARBR
equ_factor_power,,BR
equ_factor_power,,BearPower
equ_factor_power,,BullPower
equ_factor_power,,CR20
equ_factor_power,,Elder
equ_factor_power,,JDQS20
equ_factor_power,,MassIndex
equ_factor_power,,NVI
equ_factor_power,,PSY
equ_factor_power,,PVI
equ_factor_power,,RC12
equ_factor_power,,RC24
equ_factor_power,,RSTR12
equ_factor_power,,RSTR24
equ_factor_power,,RSTR504
equ_factor_power,,TOBT
equ_factor_pq,,AdminiExpenseRate
equ_factor_pq,,EBITToTOR
equ_factor_pq,,EGRO
equ_factor_pq,,ETOP
equ_factor_pq,,ETP5
equ_factor_pq,,FinancialExpenseRate
equ_factor_pq,,GrossIncomeRatio
equ_factor_pq,,InvestRAssociatesToTP
equ_factor_pq,,InvestRAssociatesToTPLatest
equ_factor_pq,,NPCutToNP
equ_factor_pq,,NPToTOR
equ_factor_pq,,NetNonOIToTP
equ_factor_pq,,NetNonOIToTPLatest
equ_factor_pq,,NetProfitRatio
equ_factor_pq,,OperatingExpenseRate
equ_factor_pq,,OperatingNIToTP
equ_factor_pq,,OperatingNIToTPLatest
equ_factor_pq,,OperatingProfitRatio
equ_factor_pq,,OperatingProfitToTOR
equ_factor_pq,,PeriodCostsRate
equ_factor_pq,,ROA
equ_factor_pq,,ROA5
equ_factor_pq,,ROAEBIT
equ_factor_pq,,ROAEBITTTM
equ_factor_pq,,ROE
equ_factor_pq,,ROE5
equ_factor_pq,,ROEAvg
equ_factor_pq,,ROECut
equ_factor_pq,,ROECutWeighted
equ_factor_pq,,ROEDiluted
equ_factor_pq,,ROEWeighted
equ_factor_pq,,ROIC
equ_factor_pq,,SUE
equ_factor_pq,,SUOI
equ_factor_pq,,SalesCostRatio
equ_factor_pq,,TaxRatio
equ_factor_pq,,TotalProfitCostRatio
equ_factor_psi,,CapitalSurplusFundPS
equ_factor_psi,,CashDividendCover
equ_factor_psi,,CashEquivalentPS
equ_factor_psi,,CashFlowPS
equ_factor_psi,,DilutedEPS
equ_factor_psi,,DividendCover
equ_factor_psi,,DividendPS
equ_factor_psi,,DividendPaidRatio
equ_factor_psi,,EPS
equ_factor_psi,,EPSTTM
equ_factor_psi,,EnterpriseFCFPS
equ_factor_psi,,NetAssetPS
equ_factor_psi,,OperCashFlowPS
equ_factor_psi,,OperatingProfitPS
equ_factor_psi,,OperatingProfitPSLatest
equ_factor_psi,,OperatingRevenuePS
equ_factor_psi,,OperatingRevenuePSLatest
equ_factor_psi,,RetainedEarningRatio
equ_factor_psi,,RetainedEarningsPS
equ_factor_psi,,ShareholderFCFPS
equ_factor_psi,,SurplusReserveFundPS
equ_factor_psi,,TORPS
equ_factor_psi,,TORPSLatest
equ_factor_psi,,UndividedProfitPS
equ_factor_return,,Alpha120
equ_factor_return,,Alpha20
equ_factor_return,,Alpha60
equ_factor_return,,Beta120
equ_factor_return,,Beta20
equ_factor_return,,Beta252
equ_factor_return,,Beta60
equ_factor_return,,CmraCNE5
equ_factor_return,,DASTD
equ_factor_return,,GainLossVarianceRatio120
equ_factor_return,,GainLossVarianceRatio20
equ_factor_return,,GainLossVarianceRatio60
equ_factor_return,,GainVariance120
equ_factor_return,,GainVariance20
equ_factor_return,,GainVariance60
equ_factor_return,,HsigmaCNE5
equ_factor_return,,InformationRatio120
equ_factor_return,,InformationRatio20
equ_factor_return,,InformationRatio60
equ_factor_return,,Kurtosis120
equ_factor_return,,Kurtosis20
equ_factor_return,,Kurtosis60
equ_factor_return,,LossVariance120
equ_factor_return,,LossVariance20
equ_factor_return,,LossVariance60
equ_factor_return,,RealizedVolatility
equ_factor_return,,SharpeRatio120
equ_factor_return,,SharpeRatio20
equ_factor_return,,SharpeRatio60
equ_factor_return,,TreynorRatio120
equ_factor_return,,TreynorRatio20
equ_factor_return,,TreynorRatio60
equ_factor_return,,Variance120
equ_factor_return,,Variance20
equ_factor_return,,Variance60
equ_factor_sc,,BLEV
equ_factor_sc,,BondsPayableToAsset
equ_factor_sc,,CurrentAssetsRatio
equ_factor_sc,,CurrentRatio
equ_factor_sc,,DebtEquityRatio
equ_factor_sc,,DebtTangibleEquityRatio
equ_factor_sc,,DebtsAssetRatio
equ_factor_sc,,EquityFixedAssetRatio
equ_factor_sc,,EquityToAsset
equ_factor_sc,,FixAssetRatio
equ_factor_sc,,IntangibleAssetRatio
equ_factor_sc,,InteBearDebtToTotalCapital
equ_factor_sc,,InterestCover
equ_factor_sc,,LongDebtToAsset
equ_factor_sc,,LongDebtToWorkingCapital
equ_factor_sc,,LongTermDebtToAsset
equ_factor_sc,,MLEV
equ_factor_sc,,NOCFToInterestBearDebt
equ_factor_sc,,NOCFToNetDebt
equ_factor_sc,,NOCFToTLiability
equ_factor_sc,,NonCurrentAssetsRatio
equ_factor_sc,,QuickRatio
equ_factor_sc,,SuperQuickRatio
equ_factor_sc,,TSEPToInterestBearDebt
equ_factor_sc,,TSEPToTotalCapital
equ_factor_sc,,TangibleAToInteBearDebt
equ_factor_sc,,TangibleAToNetDebt
equ_factor_trend,,AD
equ_factor_trend,,AD20
equ_factor_trend,,AD6
equ_factor_trend,,ADX
equ_factor_trend,,ADXR
equ_factor_trend,,ASI
equ_factor_trend,,Aroon
equ_factor_trend,,AroonDown
equ_factor_trend,,AroonUp
equ_factor_trend,,ChaikinOscillator
equ_factor_trend,,ChaikinVolatility
equ_factor_trend,,CoppockCurve
equ_factor_trend,,DDI
equ_factor_trend,,DEA
equ_factor_trend,,DHILO
equ_factor_trend,,DIF
equ_factor_trend,,DIFF
equ_factor_trend,,DIZ
equ_factor_trend,,EMV14
equ_factor_trend,,EMV6
equ_factor_trend,,Hurst
equ_factor_trend,,MA10RegressCoeff12
equ_factor_trend,,MA10RegressCoeff6
equ_factor_trend,,MACD
equ_factor_trend,,MTM
equ_factor_trend,,MTMMA
equ_factor_trend,,PLRC12
equ_factor_trend,,PLRC6
equ_factor_trend,,PVT
equ_factor_trend,,PVT12
equ_factor_trend,,PVT6
equ_factor_trend,,SwingIndex
equ_factor_trend,,TRIX10
equ_factor_trend,,TRIX5
equ_factor_trend,,UOS
equ_factor_trend,,Ulcer10
equ_factor_trend,,Ulcer5
equ_factor_trend,,minusDI
equ_factor_trend,,plusDI
equ_factor_volume,,DAVOL10
equ_factor_volume,,DAVOL20
equ_factor_volume,,DAVOL5
equ_factor_volume,,KlingerOscillator
equ_factor_volume,,MoneyFlow20
equ_factor_volume,,OBV
equ_factor_volume,,OBV20
equ_factor_volume,,OBV6
equ_factor_volume,,STOA
equ_factor_volume,,STOM
equ_factor_volume,,STOQ
equ_factor_volume,,TVMA20
equ_factor_volume,,TVMA6
equ_factor_volume,,TVSTD20
equ_factor_volume,,TVSTD6
equ_factor_volume,,VDEA
equ_factor_volume,,VDIFF
equ_factor_volume,,VEMA10
equ_factor_volume,,VEMA12
equ_factor_volume,,VEMA26
equ_factor_volume,,VEMA5
equ_factor_volume,,VMACD
equ_factor_volume,,VOL10
equ_factor_volume,,VOL120
equ_factor_volume,,VOL20
equ_factor_volume,,VOL240
equ_factor_volume,,VOL5
equ_factor_volume,,VOL60
equ_factor_volume,,VOSC
equ_factor_volume,,VR
equ_factor_volume,,VROC12
equ_factor_volume,,VROC6
equ_factor_volume,,VSTD10
equ_factor_volume,,VSTD20
equ_factor_vs,,ASSI
equ_factor_vs,,CETOP
equ_factor_vs,,ForwardPE
equ_factor_vs,,LCAP
equ_factor_vs,,LFLO
equ_factor_vs,,MktValue
equ_factor_vs,,NIAP
equ_factor_vs,,NLSIZE
equ_factor_vs,,NegMktValue
equ_factor_vs,,PB
equ_factor_vs,,PBIndu
equ_factor_vs,,PCF
equ_factor_vs,,PCFIndu
equ_factor_vs,,PE
equ_factor_vs,,PEG3Y
equ_factor_vs,,PEG5Y
equ_factor_vs,,PEHist120
equ_factor_vs,,PEHist20
equ_factor_vs,,PEHist250
equ_factor_vs,,PEHist60
